2022;SECRETARIA DE DESENVOLVIMENTO SOCIAL; CRIANçA E JUVENTUDE DE PERNAMBUCO;TC003/2022;2.099 SERVIÇO;;EM EXECUçãO;;10333399000186 - INSTITUTO ENSINAR DE DESENVOLVIMENTO SOCIAL-IEDES;2022/09/14 00:00:00.000;2023/03/13 00:00:00.000; 5129359.25;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF069/2020;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;130/2020;91421511000132 - CGK SISTEMAS DE INFORMACAO LTDA;2020/11/20 00:00:00.000;2021/11/20 00:00:00.000; 5410.43;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_DAF069_949368.pdf ;
2020;COMPANHIA PERNAMBUCANA DE GáS;PRE040/2020;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;136/2020;10951376000135 - KURIER TECNOLOGIA DA INFORMAÇÃO LTDA;2020/12/07 00:00:00.000;2021/12/07 00:00:00.000; 9860.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_PRE040_932438.pdf ;
2020;FUNDAçãO DE APOSENTADORIAS E PENSõES DOS SERVIDORES DO ESTADO DE PERNAMBUCO;ago/20;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;8689089000157 - TOCATTO TECNOLOGIA EM  SISTEMAS LTDA;2020/12/23 00:00:00.000;2021/12/22 00:00:00.000; 77139.4;http://web.transparencia.pe.gov.br/contratos/836/LICON_Termo_Aditivo_836_2020_08_1042437.pdf ;
2020;SECRETARIA DE CULTURA DE PERNAMBUCO;017/2020;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;abr/20;24501766000118 - THERIONTEC SISTEMAS INOVADORE LTDA - ME;2020/09/17 00:00:00.000;2021/02/16 00:00:00.000; 3573.0;http://web.transparencia.pe.gov.br/contratos/1248/LICON_Contrato_1248_2020_017_1056527.pdf ;
2021;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;011/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;jul/21;33372251006278 - IBM BRASIL - INDúSTRIA, MáQUINAS E SERVIçOS LTDA;2021/10/24 00:00:00.000;2022/10/23 00:00:00.000; 397003.32;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2021_011_1026338.pdf;
2021;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;009/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;17/2021;18358621000107 - ARYEROM SERVIÇOS DE COMUNICAÇÃO EIRELI;2021/06/21 00:00:00.000;2022/09/20 00:00:00.000; 49935.0;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2021_009_1037499.pdf;
2021;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;014/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;28/2021;3017804000191 - SINQIA TECNOLOGIA LTDA;2021/08/30 00:00:00.000;2022/02/25 00:00:00.000; 338966.22;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2021_014_1027377.pdf ;
2021;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;017/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;19/2021;38519484000152 - PD CASE INFORMÁTICA LTDA;2021/10/22 00:00:00.000;2026/10/21 00:00:00.000; 5737437.48;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2021_017_1027391.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF005/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;15/2021;6105781000165 - ZOOM TECNOLOGIA LTDA EPP;2021/03/26 00:00:00.000;2022/03/26 00:00:00.000; 12473.76;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF005_980229.pdf ;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF012/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;mai/21;24191531000177 - NOVA SOLUCAO SERVICOS DE TECNOLOGIA LTDA;2021/03/24 00:00:00.000;2021/06/22 00:00:00.000; 241350.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF012_971104.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF021/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;39/2021;28622830000170 - ANALISABR LTDA;2021/07/02 00:00:00.000;2023/07/02 00:00:00.000; 49699.75;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF021_1094671.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF035/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;90/2021;17400505000146 - EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;2021/07/26 00:00:00.000;2022/07/26 00:00:00.000; 16435.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF035_1044507.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF036/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;79/2021;7192480000189 - AMM TECNOLOGIA E SERVIçOS DE INFORMATICA LTDA.;2021/08/04 00:00:00.000;2024/08/04 00:00:00.000; 189150.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF036_1044517.pdf;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;215017/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;jan/21;23484444000145 - 3F LTDA;2021/02/15 00:00:00.000;2022/07/15 00:00:00.000; 38040.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_215017_976493.pdf;
2021;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;077/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;80/2021;53113791000122 - TOTVS S.A.;2021/12/29 00:00:00.000;2023/06/27 00:00:00.000; 1990363.02;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2021_077_1052033.pdf;
2021;SECRETARIA EXECUTIVA DE RECURSOS HíDRICOS DE PERNAMBUCO;005/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;3203151000135 - JS SERVIÇOS DE INFORMÁTICA EIRELI;2021/03/05 00:00:00.000;2022/04/05 00:00:00.000; 30000.0;http://web.transparencia.pe.gov.br/contratos/1558/LICON_Contrato_1558_2021_005_1082857.pdf;
2021;UNIVERSIDADE DE PERNAMBUCO;19/2021;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;79/2020;72060999000175 - FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS - COPPETEC;2021/01/01 00:00:00.000;2022/01/01 00:00:00.000; 150040.0;http://web.transparencia.pe.gov.br/contratos/848/LICON_Contrato_848_2021_19_982447.pdf;
2022;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;005/2022;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;3535902000706 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2022/06/15 00:00:00.000;2023/06/14 00:00:00.000; 1785580.94;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2022_005_1117821.pdf;
2022;AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A;13/2022;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;16/2022;7295329000176 - LAWSOFT S.A.;2022/07/12 00:00:00.000;2023/07/11 00:00:00.000; 10000.0;http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2022_13_1132345.pdf;
2022;SECRETARIA DA FAZENDA DE PERNAMBUCO;001/2022;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;55/2021;7268152000461 - VS DATA COMERCIO & DISTRIBUICAO LTDA;2022/03/15 00:00:00.000;2023/03/14 00:00:00.000; 264025.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2022_001_1150615.pdf;
2022;SECRETARIA DA FAZENDA DE PERNAMBUCO;006/2022;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;55/2021;7192480000189 - AMM TECNOLOGIA E SERVIçOS DE INFORMATICA LTDA.;2022/02/02 00:00:00.000;2023/02/01 00:00:00.000; 37450.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2022_006_1150652.pdf;
2022;SECRETARIA DE EDUCAçãO E ESPORTES DE PERNAMBUCO;023/2022;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;out/22;12043987000100 - REALTIME COMÉRCIO DE SOFTWARE EIRELI - EPP;2022/02/21 00:00:00.000;2023/02/20 00:00:00.000; 407705.0;http://web.transparencia.pe.gov.br/contratos/1814/LICON_Contrato_1814_2022_023_1173023.pdf ;
2019;AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO;001/2019;1.204 SOFTWARES;;EM EXECUçãO;abr/18;67393181000134 - IMAGEM GEOSISTEMAS E COMERCIO LTDA;2019/06/03 00:00:00.000;2020/06/02 00:00:00.000; 115112.6;http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2019_001_816003.pdf ;
2019;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;012/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/12/13 00:00:00.000;2022/12/12 00:00:00.000; 7497.5;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2019_012_831811.pdf;
2019;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;045/2019;1.204 SOFTWARES;;EM EXECUçãO;;8689089000157 - TOCATTO TECNOLOGIA EM  SISTEMAS LTDA;2019/07/04 00:00:00.000;2020/07/04 00:00:00.000; 70700.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2019_045_923521.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DA027/2019;1.204 SOFTWARES;;EM EXECUçãO;49/2019;5020356000100 - BID COMERCIO E SERVIÇO EM TECNOLOGIA DA INFORMAÇÃO LTDA - EPP;2019/07/08 00:00:00.000;2022/01/08 00:00:00.000; 1999500.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DA027_825301.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF008/2019;1.204 SOFTWARES;;EM EXECUçãO;162/2018;16119281000136 - AUTOMIND AUTOMACAO INDUSTRIAL LTDA;2019/03/07 00:00:00.000;2020/03/07 00:00:00.000; 82123.12;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF008_797417.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF018/2019;1.204 SOFTWARES;;EM EXECUçãO;24/2019;28800572000174 - TECNETWORKING SERVICOS E SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA;2019/04/30 00:00:00.000;2022/04/30 00:00:00.000; 34479.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF018_798443.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF023/2019;1.204 SOFTWARES;;EM EXECUçãO;54/2019;17064641000102 - RENEWARE NEGOCIOS E SOLUCOES EIRELI;2019/09/01 00:00:00.000;2022/02/01 00:00:00.000; 6497.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF023_825294.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF027/2019;1.204 SOFTWARES;;EM EXECUçãO;49/2019;5020356000100 - BID COMERCIO E SERVIÇO EM TECNOLOGIA DA INFORMAÇÃO LTDA - EPP;2019/07/08 00:00:00.000;2022/01/08 00:00:00.000; 1999500.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF027_875466.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF028/2019;1.204 SOFTWARES;;EM EXECUçãO;89/2019;4095869000118 - NETMAKE SOLUÇÕES INFORMÁTICA LTDA;2019/07/15 00:00:00.000;2022/01/15 00:00:00.000; 9462.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF028_802300.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF029/2019;1.204 SOFTWARES;;EM EXECUçãO;80/2019;35525419000141 - MERCADOS E NEGOCIOS LTDA;2019/07/08 00:00:00.000;2022/01/08 00:00:00.000; 10950.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Termo_Aditivo_801_2019_DAF029_1018192.pdf ;
2019;COMPANHIA PERNAMBUCANA DE GáS;DAF064/2019;1.204 SOFTWARES;;EM EXECUçãO;180/2019;2334220000187 - TRISUL COMERCIO E IMPORTAÇÃO LTDA;2019/12/17 00:00:00.000;2020/03/16 00:00:00.000; 26000.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_DAF064_871893.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;192205/2019;1.204 SOFTWARES;;EM EXECUçãO;ago/19;7797967000195 - NP CAPACITAÇÃO E SOLUÇÕES TECNOLÓGICAS LTDA;2019/09/15 00:00:00.000;2020/09/14 00:00:00.000; 15980.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_192205_919311.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;193221/2019;1.204 SOFTWARES;;EM EXECUçãO;;8689089000157 - TOCATTO TECNOLOGIA EM  SISTEMAS LTDA;2019/07/18 00:00:00.000;2020/07/17 00:00:00.000; 479500.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_193221_880971.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;198171/2019;1.204 SOFTWARES;;EM EXECUçãO;7918/2019;4949290000175 - SMS SOLUÇÕES AMBIENTAIS LTDA;2019/06/26 00:00:00.000;2022/06/25 00:00:00.000; 76215.24;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_198171_863399.pdf ;
2019;CORPO DE BOMBEIROS MILITAR DE PERNAMBUCO;005/2019;1.204 SOFTWARES;;EM EXECUçãO;15/2019;18840733000108 - SRC TECNOLOGIA LTDA EPP;2019/06/17 00:00:00.000;2019/12/16 00:00:00.000; 207452.0;http://web.transparencia.pe.gov.br/contratos/885/LICON_Contrato_885_2019_005_821688.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;025/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/03/29 00:00:00.000;2022/03/28 00:00:00.000; 23992.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_025_774285.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;078/2019;1.204 SOFTWARES;;EM EXECUçãO;;1771935000215 - INGRAM MICRO BRASIL LTDA;2019/11/07 00:00:00.000;2022/11/06 00:00:00.000; 161987.44;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_078_835606.pdf ;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;080/2019;1.204 SOFTWARES;;EM EXECUçãO;;19877285000252 - LANLINK SOLUÇÕES E COMERCIALIZAÇÃO EM INFORMÁTICA S/A;2019/11/22 00:00:00.000;2020/02/29 00:00:00.000; 28664.2;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_080_862306.pdf;
2019;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;054/2019;1.204 SOFTWARES;;EM EXECUçãO;66/2019;8340080000136 - SYMMETRY COMÉRCIO DE MÁQUINAS LTDA;2019/12/05 00:00:00.000;2022/12/04 00:00:00.000; 87750.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2019_054_868867.pdf;
2019;FUNDAçãO DE HEMATOLOGIA E HEMOTERAPIA DE PERNAMBUCO;036/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - COPTEC - SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/03/12 00:00:00.000;2022/03/11 00:00:00.000; 8997.0;http://web.transparencia.pe.gov.br/contratos/834/LICON_Contrato_834_2019_036_781470.pdf;
2019;FUNDAçãO DE HEMATOLOGIA E HEMOTERAPIA DE PERNAMBUCO;150/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2019/08/07 00:00:00.000;2022/08/06 00:00:00.000; 5998.0;http://web.transparencia.pe.gov.br/contratos/834/LICON_Contrato_834_2019_150_818559.pdf;
2019;GABINETE DE PROJETOS ESTRATéGICOS;abr/19;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - COPTEC - SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/04/19 00:00:00.000;2022/04/18 00:00:00.000; 929.69;http://web.transparencia.pe.gov.br/contratos/1611/LICON_Contrato_1611_2019_04_774981.pdf;
2019;GABINETE DO GOVERNADOR;13/2019;1.204 SOFTWARES;;EM EXECUçãO;19/2019;35525419000141 - MERCADOS E NEGOCIOS LTDA;2019/05/27 00:00:00.000;2020/05/26 00:00:00.000; 4108.92;http://web.transparencia.pe.gov.br/contratos/984/LICON_Contrato_984_2019_13_809703.pdf;
2019;JUNTA COMERCIAL DO ESTADO DE PERNAMBUCO;23/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES EM TECNOLOGIA DA INFORMAçãO LTDA -ME;2019/11/01 00:00:00.000;2020/10/31 00:00:00.000; 10616.46;http://web.transparencia.pe.gov.br/contratos/866/LICON_Contrato_866_2019_23_845483.pdf;
2019;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;042/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA-ME;2019/10/16 00:00:00.000;2022/10/15 00:00:00.000; 10496.5;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2019_042_831913.pdf;
2019;PORTO DO RECIFE S.A.;063/2019;1.204 SOFTWARES;;EM EXECUçãO;;77910651000143 - WK WK SISTEMAS DE COMPUTAÇÃO LTDA;2019/12/11 00:00:00.000;2020/12/11 00:00:00.000; 1202.5;http://web.transparencia.pe.gov.br/contratos/809/LICON_Contrato_809_2019_063_893992.pdf;
2019;PROCURADORIA GERAL DO ESTADO DE PERNAMBUCO;064/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2019/11/01 00:00:00.000;2022/10/30 00:00:00.000; 17994.0;http://web.transparencia.pe.gov.br/contratos/987/LICON_Contrato_987_2019_064_868845.pdf;
2019;SECRETARIA EXECUTIVA DE RESSOCIALIZAçãO DE PERNAMBUCO;004/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2018/06/12 00:00:00.000;2021/06/11 00:00:00.000; 14995.0;http://web.transparencia.pe.gov.br/contratos/939/LICON_Contrato_939_2019_004_805878.pdf;
2019;SECRETARIA EXECUTIVA DE TRANSPORTES;015/2019;1.204 SOFTWARES;;EM EXECUçãO;;5045317000168 - INTERAGI TECNOLOGIA LTDA;2019/04/30 00:00:00.000;2020/04/29 00:00:00.000; 24451.06;http://web.transparencia.pe.gov.br/contratos/1580/LICON_Contrato_1580_2019_015_789365.pdf ;
2019;SECRETARIA DA FAZENDA DE PERNAMBUCO;008/2019;1.204 SOFTWARES;;EM EXECUçãO;fev/19;33372251000156 - IBM INDÚSTRIA, MÁQUINAS E SERVIÇOS LTDA;2019/06/01 00:00:00.000;2020/05/31 00:00:00.000; 64924.56;http://web.transparencia.pe.gov.br/contratos/994/LICON_Termo_Aditivo_994_2019_008_941629.pdf ;
2019;SECRETARIA DA FAZENDA DE PERNAMBUCO;010/2019;1.204 SOFTWARES;;EM EXECUçãO;jan/19;8689089000157 - TOCATTO TECNOLOGIA EM  SISTEMAS LTDA;2019/03/11 00:00:00.000;2020/03/10 00:00:00.000; 41270.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2019_010_776666.pdf;
2019;SECRETARIA DA FAZENDA DE PERNAMBUCO;047/2019;1.204 SOFTWARES;;EM EXECUçãO;52/2019;5020356000100 - BID COMERCIO E SERVIÇO EM TECNOLOGIA DA INFORMAÇÃO LTDA - EPP;2019/11/01 00:00:00.000;2020/10/31 00:00:00.000; 294652.4;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2019_047_834099.pdf;
2019;SECRETARIA DA FAZENDA DE PERNAMBUCO;050/2019;1.204 SOFTWARES;;EM EXECUçãO;60/2019;4321455000160 - RCI CONSULTING - CONSULTORIA, ADMINISTRACAO E PARTICIPACOES LTDA;2019/11/11 00:00:00.000;2020/11/10 00:00:00.000; 807670.6;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2019_050_841389.pdf;
2019;SECRETARIA DA FAZENDA DE PERNAMBUCO;051/2019;1.204 SOFTWARES;;EM EXECUçãO;53/2019;8689089000157 - TOCATTO TECNOLOGIA EM  SISTEMAS LTDA;2019/11/21 00:00:00.000;2020/11/20 00:00:00.000; 126000.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2019_051_853506.pdf;
2019;SECRETARIA DA MULHER DE PERNAMBUCO;034/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2019/08/22 00:00:00.000;2022/08/21 00:00:00.000; 4798.4;http://web.transparencia.pe.gov.br/contratos/1258/LICON_Contrato_1258_2019_034_810759.pdf;
2019;SECRETARIA DE ADMINISTRAçãO DE PERNAMBUCO;007/2019;1.204 SOFTWARES;;EM EXECUçãO;194/2018;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2019/01/21 00:00:00.000;2022/01/20 00:00:00.000; 29120.29;http://web.transparencia.pe.gov.br/contratos/988/LICON_Contrato_988_2019_007_861058.pdf;
2019;SECRETARIA DE DEFESA SOCIAL DE PERNAMBUCO;058/2019;1.204 SOFTWARES;;EM EXECUçãO;;81627838000101 - INGRAM MICRO INFORMÁTICA LTDA;2019/09/17 00:00:00.000;2020/09/15 00:00:00.000; 278109.0;http://web.transparencia.pe.gov.br/contratos/1003/LICON_Contrato_1003_2019_058_818382.pdf ;
2019;SECRETARIA DE DEFESA SOCIAL DE PERNAMBUCO;059/2019;1.204 SOFTWARES;;EM EXECUçãO;;14139773000168 - EXTREME DIGITAL CONSULTORIA E REPRESENTAÇÕES LTDA;2019/09/17 00:00:00.000;2020/09/15 00:00:00.000; 138600.0;http://web.transparencia.pe.gov.br/contratos/1003/LICON_Contrato_1003_2019_059_818393.pdf;
2019;SECRETARIA DE DEFESA SOCIAL DE PERNAMBUCO;075/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/11/05 00:00:00.000;2022/11/04 00:00:00.000; 225044.96;http://web.transparencia.pe.gov.br/contratos/1003/LICON_Contrato_1003_2019_075_831464.pdf;
2019;SECRETARIA DE JUSTIçA E DIREITOS HUMANOS DE PERNAMBUCO;014/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES EM TECNOLOGIA DA INFORMAçãO LTDA -ME;2019/11/07 00:00:00.000;2022/11/06 00:00:00.000; 2699.1;http://web.transparencia.pe.gov.br/contratos/1579/LICON_Contrato_1579_2019_014_864942.pdf;
2019;UNIVERSIDADE DE PERNAMBUCO;30/2019;1.204 SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2019/10/30 00:00:00.000;2022/10/30 00:00:00.000; 17994.0;http://web.transparencia.pe.gov.br/contratos/848/LICON_Contrato_848_2019_30_831736.pdf;
2020;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;009/2020;1.204 SOFTWARES;;EM EXECUçãO;;1771935000134 - INGRAM MICRO BRASIL LTDA;2020/10/01 00:00:00.000;2022/09/30 00:00:00.000; 1243736.0;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2020_009_922023.pdf;
2020;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;012/2020;1.204 SOFTWARES;;EM EXECUçãO;;3535902000706 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2020/10/20 00:00:00.000;2021/10/19 00:00:00.000; 781175.5;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2020_012_923458.pdf;
2020;COMPANHIA EDITORA DE PERNAMBUCO;006/2020;1.204 SOFTWARES;;EM EXECUçãO;abr/20;21748841000151 - TECNETWORKING SERVIÇOS E SOLUÇÕES EM TI LTDA ME;2020/05/04 00:00:00.000;2021/05/03 00:00:00.000; 41698.96;http://web.transparencia.pe.gov.br/contratos/798/LICON_Termo_Aditivo_798_2020_006_1097254.pdf ;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF023/2020;1.204 SOFTWARES;;EM EXECUçãO;mai/20;6126611000167 - DIGI SOLUCOES DE COMUNICACAO LTDA;2020/02/19 00:00:00.000;2020/05/19 00:00:00.000; 8020.76;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_DAF023_894911.pdf;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF058/2020;1.204 SOFTWARES;;EM EXECUçãO;90/2020;59456277000176 - ORACLE DO BRASIL SISTEMAS LTDA;2021/02/02 00:00:00.000;2021/08/26 00:00:00.000; 37386.55;http://web.transparencia.pe.gov.br/contratos/801/LICON_Termo_Aditivo_801_2020_DAF058_1018297.pdf ;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF062/2020;1.204 SOFTWARES;;EM EXECUçãO;94/2020;12007998000135 - PISONTEC COMERCIO E SERVICOS EM TECNOLOGIA DA INFORMACAO EIRELI;2020/10/01 00:00:00.000;2021/01/30 00:00:00.000; 39998.8;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_DAF062_918782.pdf;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF065/2020;1.204 SOFTWARES;;EM EXECUçãO;109/2020;14166629000110 - TRADINGWORKS TECNOLOGIA LTDA;2020/10/07 00:00:00.000;2023/02/07 00:00:00.000; 15288.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_DAF065_919682.pdf ;
