"Numero do Processo de Compra";"Procedimento de Contratacao";Objeto;"Situacao do Processo";"Ogao Demandante";"Valor de Referencia";"Valor Homologado";Economias
"1441003 000038/2019";PREGAO;"
AQUISIÇÃO DE FITA PARA ROTULADOR";Concluído;"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS";13.200,00;10.998,00;2.202,00
"1259971 000011/2019";"DISPENSA DE LICITACAO - POR VALOR";"Atender demanda da 16ª RPM com transporte intermunicipal da banda de música da 10ª RPM (Patos de Minas) para Unaí-MG";Concluído;"POLICIA MILITAR DE MINAS GERAIS";0,00;0,00;0,00
"1031018 000283/2019";"DISPENSA DE LICITACAO - POR VALOR";"Reparação  em equipamentos de manutenção em equipos  odontológicos  das Unidades-Fórum, Goiás e Raja.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";15.007,20;7.203,75;7.803,45
"1691001 000034/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Registro de preço para eventual  aquisição de ar condicionado, conforme especificações constantes no Termo de Referência -Anexo I.";Concluído;"SESP - INATIVO.";11.200,00;11.200,00;0,00
"1021007 000116/2019";"DISPENSA DE LICITACAO - POR VALOR";"Serviço de manutenção e reparo de 2 (dois) rádios comunicadores";Concluído;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";207,00;170,00;37,00
"0501044 000205/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"EQUIPAMENTO E ARTIGOS DE LABORATÓRIO, COMPONENTES E ACESSÓRIOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";63.880,00;63.880,00;0,00
"0520009 000139/2019";"DISPENSA DE LICITACAO - POR VALOR";"etiquetas e pranchetas";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";408,90;402,90;6,00
"3051002 000053/2019";"DISPENSA DE LICITACAO - POR VALOR";DIVISÓRIAS;Concluído;"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS";1.457,60;0,00;1.457,60
"1250165 000014/2019";"DISPENSA DE LICITACAO - POR VALOR";"REFORMA DE POLTRONA";Concluído;"POLICIA MILITAR DE MINAS GERAIS";12.880,00;12.800,00;80,00
"0511023 000072/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Aquisição de medicamentos para consumo na Unidade HCM.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";12.472,50;12.472,50;0,00
"2012008 000531/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AVENTAL P/ USO MEDICO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";13.399,50;13.399,50;0,00
"2012008 000522/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"SENSOR PARA EQUIPAMENTO MEDICO HOSPITALAR";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";9.413,82;9.413,82;0,00
"0525005 000055/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL DE LABORATÓRIO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.611,02;3.611,02;0,00
"1261039 000005/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISICAO DE ITENS PARA USO DOS SERVIDORES E MATERIAIS PARA CONSUMO NESTA REGIONAL.";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";7.907,19;4.813,65;3.093,54
"1321500 000029/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTO: BEVACIZUMABE 25 MG/ML (100 MG) SOLUCAO INJETAVEL 4 ML (AVASTIN)
QUANTIDADE/OLHO: 1 PARA OLHO ESQUERDO
PERIODICIDADE: MENSAL
Execução da ata 67-2018 - aplicação intravitrea";Concluído;"SECRETARIA DE ESTADO DA SAUDE";1.100,00;1.100,00;0,00
"1011014 000021/2019";PREGAO;"manutenção corretiva e reforma de mobiliário";Concluído;"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS";14.201,60;14.201,60;0,00
"1255302 000038/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS ALOPÁTICOS para atender os usuários do SISAU solicitado pela CAF/HPM (RP 241/2018 PR 121/2018 SEPLAG, RP 319/2018 PR 390/2018 FHEMIG)";Concluído;"POLICIA MILITAR DE MINAS GERAIS";13.547,20;13.547,20;0,00
"0509025 000079/2019";"DISPENSA DE LICITACAO - POR VALOR";"CONFECÇÃO DE CAPAS DE PRONTUÁRIO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";15.700,00;9.200,00;6.500,00
"0511023 000016/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de materiais para confecção do mobiliário da farmácia do Hospital Cristiano Machado.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.200,00;0,00;1.200,00
"2012008 000155/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"CATETER E OUTROS.";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";3.991,52;3.991,52;0,00
"1259973 000001/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição, com fornecimento parcelado de ração para cães da 18ª Cia PM IND PE, unidade apoiada pelo EM/18 RPM, durante o exercício de 2019, conforme necessidade da Unidade.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";7.193,18;7.162,50;30,68
"0516013 000178/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 192/2018.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.740,84;4.740,84;0,00
"1254830 000003/2019";"DISPENSA DE LICITACAO - POR VALOR";"Suprimentos de informática para a Corregedoria da PMMG.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";837,56;617,14;220,42
"1071030 000014/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de materiais de escritório para prestar apoio a Superintendência de Inteligência e Segurança- SIS no controle de acesso do Palácio Tiradentes.";Concluído;"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MG";1.470,25;1.125,00;345,25
"2012008 000337/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MALHA TUBULAR";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";133,00;133,00;0,00
"0516013 000177/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 319/2018.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";300,00;300,00;0,00
"2301740 000001/2019";"DISPENSA DE LICITACAO - POR VALOR";"Serviços de Vigilância Eletrônica, abrangendo instalação, locação dos equipamentos e o monitoramento durante 24 horas ininterruptas, todos os dias da semana.";Concluído;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";10.020,00;9.200,00;820,00
"0520009 000066/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";12.136,56;12.136,55;0,01
"1321039 000002/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS DE COZINHA E SANITÁRIOS";Concluído;"SECRETARIA DE ESTADO DA SAUDE";1.384,94;1.384,94;0,00
"1031018 000208/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Aquisição de placas de sinalização visual - ARP 326/2018.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";2.476,00;2.476,00;0,00
"1031018 000181/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de concertina para instalação em muros do fórum da comarca de Ubá";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";12.422,50;11.244,00;1.178,50
"1321024 000003/2019";"DISPENSA DE LICITACAO - POR VALOR";"Gêneros alimentícios e Bebidas";Concluído;"SECRETARIA DE ESTADO DA SAUDE";1.860,00;1.080,00;780,00
"0513007 000240/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Material Médico e Hospitalar";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";806,00;806,00;0,00
"5030001 000022/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de materiais hidráulicos para o TERGIP.";Concluído;"COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS";8.783,16;4.563,36;4.219,80
"0510037 000133/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISIÇÃO DE COMPRESSOR PARA CÂMARA DE CONSERVAÇÃO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";552,11;0,00;552,11
"1261040 000010/2019";"DISPENSA DE LICITACAO - POR VALOR";"Fornecimento de kits lanche aos 20 alunos contemplados com as bolsas de inglês, da cidade de Uberlândia, no período de maio à julho de 2019.";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";8.060,00;7.800,00;260,00
"1451044 000089/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"INSUMOS ODONTOLÓGICOS";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";2.540,82;2.540,82;0,00
"2441002 000005/2019";"REGISTRO DE PRECOS NAO REALIZADO NO SIRP";"Gerenciamento do abastecimento de veículos por meio de sistema e dispositivos eletrônicos de gestão.";Concluído;"AG. REG. SERV. ABAST. AGUA E ESGOTAMENTO SANITARIO";5.400,00;5.400,00;0,00
"0501044 000182/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL E SUPRIMENTO MÉDICO HOSPITALAR";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";536,60;536,60;0,00
"1511189 000045/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"FORNECIMENTO DE SUPRIMENTOS DE REDE ATRAVÉS DO RP Nº 72/2018 E SEI Nº 1510.01.0037509/2019-24.";Concluído;"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";28.691,00;28.691,00;0,00
"1253826 000015/2019";PREGAO;"Necessidade de realização de manutenção preventiva e corretiva, com troca de peças, em 02 elevadores da marca Atlas Schindler, no prédio sede da 8ª RPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";0,00;0,00;0,00
"0517048 000049/2019";"DISPENSA DE LICITACAO - POR VALOR";"Medicamento - Lorazepan";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";504,00;0,00;504,00
"2181003 000023/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Contratação  do  serviço  de  gerenciamento  do  abastecimento  da  frota  de  veículos  dos órgãos e entidades da Administração Pública Estadual.";Concluído;"FUNDACAO CLOVIS SALGADO";19.525,00;19.525,00;0,00
"2331032 000002/2019";PREGAO;"Água Mineral";Concluído;"INSTITUTO DE METROLOGIA E QUALIDADE DE MG";38.190,00;19.992,00;18.198,00
"0516013 000209/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO DIVERSOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.567,10;3.567,10;0,00
"2012194 000015/2019";"DISPENSA DE LICITACAO - POR VALOR";"Bateria para Retinoscópio Welch Allyn";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";2.673,00;1.620,00;1.053,00
"0513007 000215/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";30.615,00;30.615,00;0,00
"0516013 000211/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO DIVERSO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";304,60;304,60;0,00
"0516013 000210/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO DIVERSOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.175,84;4.175,84;0,00
"0516013 000252/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 270/2018.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.317,30;4.317,30;0,00
"1441003 000042/2019";"DISPENSA DE LICITACAO - POR VALOR";"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE CONFECÇÃO DE CARIMBOS AUTOMÁTICOS E EM MADEIRA";Concluído;"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS";4.300,00;3.080,00;1.220,00
"0516013 000247/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 256/2018 - LUVA CIRÚRGICA";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.520,00;1.520,00;0,00
"0509025 000111/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";125,40;125,40;0,00
"1261008 000002/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de merenda escolar para atendimento à escola estadual Luiz de Mello Vianna Sobrinho, do município de Conselheiro Lafaiete, que se encontra impedida de aquisições pela caixa escolar.";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";15.376,54;14.351,90;1.024,64
"2151004 000012/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de Gás de cozinha em botijões de 13 kg e 45 kg (GLP), para suprir as necessidades dos restaurantes da FHA";Concluído;"FUNDACAO HELENA ANTIPOFF";16.000,00;15.392,00;608,00
"0525005 000089/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL PARA RX";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";7.912,99;7.912,99;0,00
"1091002 000091/2019";"DISPENSA DE LICITACAO - POR VALOR";"Materiais limpeza veícular";Concluído;"PROCURADORIA GERAL DE JUSTICA";5.550,00;5.550,00;0,00
"3151005 000017/2019";"DISPENSA DE LICITACAO - POR VALOR";"Contratação de fornecimento de circuito de dados.";Concluído;"EMPRESA MINEIRA DE COMUNICACAO";34.786,56;18.000,00;16.786,56
"0517048 000070/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";Medicamentos.;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";2.930,76;2.930,76;0,00
"1031018 000365/2019";"DISPENSA DE LICITACAO - POR VALOR";"Melhorias do Sistema de CFTV do Fórum de Cássia.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";2.917,50;2.792,00;125,50
"2012008 000811/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";SINVASTATINA;Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";208,00;208,00;0,00
"1511189 000111/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS PARA CONSERVAÇÃO E LIMPEZA, DOMÉSTICOS E DESCARTÁVEIS para o almoxarifado da PCMG.

RP 64/2019
Planejamento  462/2018 
SEI 1510.01.0037613/2019-29";Concluído;"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";269.805,60;269.805,60;0,00
"2012008 000808/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"SULFATO FERROSO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";209,00;209,00;0,00
"2320310 000097/2019";PREGAO;"SEI 2320.01.0003028/2018-30
pulseira de identificação";Concluído;"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MG";21.557,76;0,00;21.557,76
"0501044 000341/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS ALOPÁTICOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";119.847,28;119.847,27;0,01
"2012008 000252/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"FIO GUIA";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";16.800,00;16.800,00;0,00
"0513007 000163/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MEDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";6.398,83;6.398,83;0,00
"0512010 000091/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO HOSPITALAR CURATIVOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";340,00;340,00;0,00
"1261029 000002/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Açúcar cristal  conforme Ata de RP 271/2018";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";215,76;215,76;0,00
"0516013 000094/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 269/2018 – Pregão 116/2018. Farmácia.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.560,00;1.560,00;0,00
"1021007 000072/2019";"DISPENSA DE LICITACAO - POR VALOR";"Serviços prestados pela SLU";Concluído;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";3.346,48;1.673,24;1.673,24
"0521009 000065/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"DIETAS ENTERAIS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.681,83;4.681,83;0,00
"2261032 000062/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AQUISIÇÃO DE MATERIAIS DE ESCRITÓRIO II - RP 201/2018";Concluído;"FUNDACAO EZEQUIEL DIAS";1.815,40;1.815,40;0,00
"1255302 000009/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Medicamentos e Dietas para atender a demanda dos usuários do SISAU em atendimento no HPM, através de registro de preços realizado no SIRP.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";50.898,28;50.898,28;0,00
"3051019 000001/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISIÇÃO DE  INSETICIDA";Concluído;"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS";5.600,00;0,00;5.600,00
"0521009 000062/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"

                                MEDICAMENTOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.101,60;1.101,60;0,00
"0513007 000164/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";19.697,90;19.697,90;0,00
"0512010 000233/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"COMPRA CENTRAL - MEDICAMENTOS CONTROLADOS E OUTROS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.284,00;1.284,00;0,00
"0520009 000217/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS ALOPÁTICOS.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";608,22;608,22;0,00
"1255302 000118/2019";"REGISTRO DE PRECOS NAO REALIZADO NO SIRP";"DIETA para atendimento do SISAU através de CARONA no Registro de Preço da FHEMIG -RP 209/2018 PR 261/2018

UNIDADE DE PEDIDO: CAF/HPM";Concluído;"POLICIA MILITAR DE MINAS GERAIS";50.000,00;50.000,00;0,00
"1321129 000104/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"ADEMPAS 1,5MG E 2,0 MG - ATA 224/2018 -                                                PROCESSO SEI Nº 1320.01.0067228/2019-09
";Concluído;"SECRETARIA DE ESTADO DA SAUDE";12.228,72;12.228,72;0,00
"1259974 000035/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISIÇÃO DE FERRAMENTAS PARA ATENDER DEMANDA DA EQUIPE DE MANUTENÇÕES E DE TECNOLOGIA/COMUNICAÇÃO/INFORMAÇÃO DA 19ª RPM";Concluído;"POLICIA MILITAR DE MINAS GERAIS";851,54;612,34;239,20
"1031018 000470/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de tubos, conexões serie reforçada, válvulas de retenção e registros";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";7.728,70;4.475,94;3.252,76
"1451044 000072/2019";PREGAO;"Fornecimento contínuo de refeições e lanches prontos, na forma transportada, às
Unidades Prisionais: Presídio de Ervália e Presídio de Viçosa.";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";4.641.548,78;4.229.706,48;411.842,30
"1321151 000031/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Processo SEI: 1320.01.0078398/2019-30

Materiais para conservação e limpeza, domésticos e descartáveis.";Concluído;"SECRETARIA DE ESTADO DA SAUDE";6.759,60;6.759,60;0,00
"1321075 000048/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Processo Sei 1320.01.0057517/2019-15
Ata de registro de preço 199/2018Recurso Federal";Concluído;"SECRETARIA DE ESTADO DA SAUDE";343.896,25;343.896,25;0,00
"2012008 000983/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"TUBO PARA COLETA DE SANGUE A VACUO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";363,00;363,00;0,00
"0507011 000187/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTO;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";32,48;32,48;0,00
"0503007 000144/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS MÉDICOS, HOSPITALARES PARA SUPRIR DEMANDA HIJPII.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";2.217,16;2.217,16;0,00
"1259965 000003/2019";PREGAO;"FORRAGEAMENTO PARA OS SEMOVENTES CANINOS DA ROCCA /CPE / PMMG. CONFORME EDITAL E TERMO DE REFERENCIA EM ANEXO AO PROCESSO.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";142.762,30;132.291,42;10.470,88
"1321026 000018/2019";"DISPENSA DE LICITACAO - POR VALOR";"SACO DE FIBRA SINTETICA - MATERIA-PRIMA: 100% POLIPROPILENO VIRGEM; CAPACIDADE: 500 KG; FINALIDADE: ARMAZENAMENTO DE MATERIAIS PERIGOSOS DE UBV

";Concluído;"SECRETARIA DE ESTADO DA SAUDE";323,50;0,00;323,50
"1255302 000053/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Reagentes, produtos químicos e equipamentos de laboratório para atendimento do SISAU.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";339,50;339,50;0,00
"1259969 000038/2019";"DISPENSA DE LICITACAO - POR VALOR";"Cones de sinalização para o 3° BPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";546,75;515,43;31,32
"1259974 000039/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISIÇÃO DE MATERIAL DE ESCRITÓRIO PARA ATENDER DEMANDAS DA NAIS DA 19ªRPM .";Concluído;"POLICIA MILITAR DE MINAS GERAIS";2.957,42;2.673,80;283,62
"0507011 000190/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"GÊNEROS ALIMENTÍCIOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.200,00;3.200,00;0,00
"1451044 000051/2019";PREGAO;"Fornecimento contínuo de refeições e lanches prontos, na forma transportada, à
Unidade Prisional: Presídio de São João da Ponte";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";708.079,35;587.257,28;120.822,07
"1371052 000013/2019";"DISPENSA DE LICITACAO - POR VALOR";"Materiais de escritório";Concluído;"INSTITUTO ESTADUAL DE FLORESTAS-IEF";603,90;397,50;206,40
"2371036 000047/2019";"DISPENSA DE LICITACAO - POR VALOR";"UDITORIA E CERTIFICAÇÃO NORMA ISO 65/INMETRO NO SISTEMA DE GESTÃO DA QUALIDADE";Concluído;"INSTITUTO MINEIRO DE AGROPECUARIA";1.671,42;1.671,42;0,00
"1261033 000009/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"UTENSÍLIOS EM GERAL";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";179,50;179,50;0,00
"0510037 000255/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"CONTRASTE IODADO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";30.000,00;30.000,00;0,00
"1321001 000012/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Compra de material de limpeza através de RP n º56/2019";Concluído;"SECRETARIA DE ESTADO DA SAUDE";747,80;747,80;0,00
"1255302 000036/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS QUIMIOTERÁPICOS para atender a demanda dos usuários do SISAU, solicitado pela CAF/HPM,  através de Registro de Preços realizado no SIRP MG";Concluído;"POLICIA MILITAR DE MINAS GERAIS";99.712,64;99.712,64;0,00
"0501044 000138/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"GÊNEROS ALIMENTÍCIOS E BEBIDAS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";25.112,80;25.112,80;0,00
"1441003 000051/2019";"DISPENSA DE LICITACAO - POR VALOR";"Licenças de Software de Desenho Assistido por Computador - Cad (Computer Aided Design) e suporte técnico.";Concluído;"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS";9.900,00;9.900,00;0,00
"1255302 000022/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Dieta enteral e medicamentos alopáticos através de adesão a Registro de Preço realizado no SIRP MG para atender a demanda da CAF/HPM";Concluído;"POLICIA MILITAR DE MINAS GERAIS";37.935,18;37.935,18;0,00
"2311076 000099/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"REGISTRO DE PREÇO - 199/2018
PLANEJAMENTO - 077/2018
AQUISIÇÃO DE MEDICAMENTOS
PROC. SEI 2310.01.0003399/2019-63";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";3.051,84;3.051,84;0,00
"0516013 000182/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 269/2018.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.080,00;1.080,00;0,00
"1021007 000078/2019";"RECADASTRAMENTO DE PROCESSOS";"Serviços de motoboy.";Concluído;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";16.992,00;16.992,00;0,00
"1031018 000206/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Sofás de 01 (um) lugar em couro através da Ata de Registro de Preços 262/2018 lote 01.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";7.650,00;7.650,00;0,00
"1321027 000007/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"PAPEL A4 RECICLADO.";Concluído;"SECRETARIA DE ESTADO DA SAUDE";7.000,00;7.000,00;0,00
